92,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium oleraceum L.,Allium oleraceum,Allium,őshonos,100,Ge,S,CEU,,Allium,7,2
93,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium paniculatum L. s. str.,Allium paniculatum,Allium,őshonos,80,Ge,G,EUA,,Allium,5,3
94,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium paradoxum (M. Bieb.) G. Don,Allium paradoxum,Allium,idegenhonos,,,,,alkalmi faj,Allium,,
95,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium porrum L.,Allium porrum,Allium,idegenhonos,180,Ge,,,alkalmi faj,Allium,6,3
96,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium rotundum L.,Allium rotundum,Allium,őshonos,90,Ge,G,PoM,,Allium,6,3
97,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium sativum L.,Allium sativum,Allium,idegenhonos,100,Ge,,,alkalmi faj,Allium,7,2
98,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium schoenoprasum L.,Allium schoenoprasum,Allium,idegenhonos,50,Ge,,,alkalmi faj,Allium,5,3
99,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium scorodoprasum L. s. str.,Allium scorodoprasum,Allium,idegenhonos,90,Ge,DT,CEU,meghonosodott faj,Allium,6,2
100,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium sphaerocephalon L.,Allium sphaerocephalon,Allium,őshonos,90,Ge,G,SME,,Allium,6,3
101,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium suaveolens Jacq.,Allium suaveolens,Allium,őshonos,60,Ge,Sr,CEU,,Allium,6,2
102,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium ursinum L.,Allium ursinum,Allium,őshonos,50,Ge,C,CEU,,Allium,4,2
103,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium victorialis L.,Allium victorialis,Allium,őshonos,60,Ge,Sr,ALP,,Allium,5,2
104,Angiospermae,Liliopsida,Asparagales,Amaryllidaceae,Allium vineale L.,Allium vineale,Allium,őshonos,120,Ge,W,CEU,,Allium,6,4
105,Angiospermae,Magnoliopsida,Fagales,Betulaceae,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,Alnus,őshonos,3000,MM,C,EUR,,Epilobium,3,2
106,Angiospermae,Magnoliopsida,Fagales,Betulaceae,Alnus incana (L.) Moench,Alnus incana,Alnus,őshonos,1500,MM,G,CIR,,Epilobium,3,2
107,Angiospermae,Magnoliopsida,Fagales,Betulaceae,Alnus viridis (Chaix) DC.,Alnus viridis,Alnus,őshonos,300,M,Sr,CEA,,Epilobium,4,1
108,Angiospermae,Liliopsida,Poales,Poaceae,Alopecurus aequalis Sobol.,Alopecurus aequalis,Alopecurus,őshonos,40,He,DT,CIR,,Sparganium,5,4
109,Angiospermae,Liliopsida,Poales,Poaceae,Alopecurus geniculatus L.,Alopecurus geniculatus,Alopecurus,őshonos,45,He,G,EUR,,Sparganium,5,3
110,Angiospermae,Liliopsida,Poales,Poaceae,Alopecurus myosuroides Huds.,Alopecurus myosuroides,Alopecurus,idegenhonos,60,Th,W,ADV,meghonosodott faj,Allium,5,3
111,Angiospermae,Liliopsida,Poales,Poaceae,Alopecurus pratensis L.,Alopecurus pratensis,Alopecurus,őshonos,100,He,C,EUA,,Allium,4,4
112,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Althaea armeniaca Ten.,Althaea armeniaca,Althaea,őshonos,150,He,,,,Allium,6,4
113,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Althaea cannabina L.,Althaea cannabina,Althaea,idegenhonos,100,He,DT,ADV,meghonosodott faj,Allium,7,4
114,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Althaea hirsuta L.,Althaea hirsuta,Althaea,idegenhonos,50,Th,DT,PoM,meghonosodott faj,Allium,5,3
115,Angiospermae,Magnoliopsida,Malvales,Malvaceae,Althaea officinalis agg.,Althaea officinalis,Althaea,idegenhonos,150,He,DT,CON,meghonosodott faj,Allium,6,4
116,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Alyssum alyssoides L.,Alyssum alyssoides,Alyssum,őshonos,30,Th-HT,NP,EUR,,Allium,4,2
117,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Alyssum desertorum Stapf,Alyssum desertorum,Alyssum,őshonos,20,Th,NP,CON,,Allium,4,2
118,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Alyssum montanum L.,Alyssum montanum,Alyssum,őshonos,25,He,G,EUR,,Allium,3,2
119,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Alyssum tortuosum Willd.,Alyssum tortuosum,Alyssum,őshonos,35,He,S,CON,,Allium,4,3
120,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus albus L.,Amaranthus albus,Amaranthus,idegenhonos,50,Th,RC,ADV,özönfaj,Allium,7,4
121,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus blitoides S. Watson,Amaranthus blitoides,Amaranthus,idegenhonos,50,Th,W,ADV,özönfaj,Allium,7,4
122,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus blitum L.,Amaranthus blitum,Amaranthus,idegenhonos,80,Th,W,ADV,meghonosodott faj,Allium,7,4
123,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus bouchonii Thell.,Amaranthus bouchonii,Amaranthus,idegenhonos,100,Th,,ADV,meghonosodott faj,Allium,6,4
124,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus caudatus L.,Amaranthus caudatus,Amaranthus,idegenhonos,120,Th,,,alkalmi faj,Allium,7,4
125,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus crispus (Lesp. et Thév.) N. Terracc.,Amaranthus crispus,Amaranthus,idegenhonos,40,Th,A,ADV,meghonosodott faj,Allium,7,3
126,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus deflexus L.,Amaranthus deflexus,Amaranthus,idegenhonos,50,Th,A,ADV,meghonosodott faj,Allium,7,4
127,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus graecizans L.,Amaranthus graecizans,Amaranthus,idegenhonos,70,Th,W,ADV,alkalmi faj,Allium,7,4
128,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus patulus Bertol.,Amaranthus patulus,Amaranthus,idegenhonos,100,Th,A,ADV,alkalmi faj,Allium,7,4
129,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus powellii S. Watson,Amaranthus powellii,Amaranthus,idegenhonos,100,Th,A,ADV,özönfaj,Allium,7,4
130,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus retroflexus L.,Amaranthus retroflexus,Amaranthus,idegenhonos,100,Th,RC,ADV,özönfaj,Allium,7,4
131,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus standleyanus Parodi,Amaranthus standleyanus,Amaranthus,idegenhonos,70,Th,,,alkalmi faj,Allium,7,3
132,Angiospermae,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus viridis L.,Amaranthus viridis,Amaranthus,rejtett honosságú,90,Th,,,meghonosodott faj,Allium,7,4
133,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Ambrosia artemisiifolia L.,Ambrosia artemisiifolia,Ambrosia,idegenhonos,150,Th,AC,ADV,özönfaj,Allium,7,4
134,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Ambrosia psilostachya DC.,Ambrosia psilostachya,Ambrosia,nem megerősített,80,Ge,,,,Allium,7,4
135,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Amelanchier ovalis Medik.,Amelanchier ovalis,Amelanchier,őshonos,200,M,Cr,SME,,Cornus,4,2
136,Angiospermae,Magnoliopsida,Myrtales,Lythraceae,Ammania verticillata (Ard.) Lam.,Ammania verticillata,Ammania,idegenhonos,40,Th,A,PoM,alkalmi faj,Allium,6,3
137,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Amorpha fruticosa L.,Amorpha fruticosa,Amorpha,idegenhonos,300,M,AC,ADV,átalakító faj,Allium,5,3
138,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Amygdalus communis L.,Amygdalus communis,Amygdalus,idegenhonos,600,MM,I,ADV,alkalmi faj,Zea,3,2
139,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Amygdalus nana L.,Amygdalus nana,Amygdalus,őshonos,100,M,Sr,PON,,Cornus,4,2
140,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Anacamptis coriophora,Anacamptis coriophora,Anacamptis,őshonos,31,Ge,G,SME,,Lycopodium,5,2
141,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Anacamptis morio (L.) Bateman,Anacamptis morio,Anacamptis,őshonos,40,Ge,G,CEU,,Lycopodium,4,2
142,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Anacamptis palustris subsp. Elegans,Anacamptis palustris Elegans,Anacamptis,őshonos,80,Ge,G,PoP,,Lycopodium,5,2
143,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Anacamptis palustris subsp. palustris (Jacq.) Bateman Pridgeon et Chase,Anacamptis palustris palustris,Anacamptis,őshonos,60,Ge,G,CEU,,Lycopodium,5,2
144,Angiospermae,Liliopsida,Asparagales,Orchidaceae,Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis,Anacamptis,őshonos,60,Ge,Sr,SME,,Lycopodium,6,2
145,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Anagallis arvensis L.,Anagallis arvensis,Anagallis,idegenhonos,30,Th,W,KOZ,meghonosodott faj,Allium,6,4
146,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Anagallis foemina Mill.,Anagallis foemina,Anagallis,idegenhonos,30,Th,W,KOZ,meghonosodott faj,Allium,6,4
147,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Anchusa azurea Mill.,Anchusa azurea,Anchusa,idegenhonos,100,HT,DT,EUA,meghonosodott faj,Allium,5,3
148,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Anchusa barrelieri (All.) Vitman,Anchusa barrelieri,Anchusa,őshonos,50,He,DT,PoM,,Allium,5,2
149,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Anchusa ochroleuca M. Bieb.,Anchusa ochroleuca,Anchusa,őshonos,80,Th(-He),S,PoM,,Allium,5,5
150,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Anchusa officinalis L.,Anchusa officinalis,Anchusa,őshonos,80,Th(-He),DT,EUR,,Allium,5,5
151,Angiospermae,Magnoliopsida,Ericales,Ericaceae,Andromeda polifolia L.,Andromeda polifolia,Andromeda,őshonos,20,Ch,,,,Allium,5,2
152,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Androsace elongata L.,Androsace elongata,Androsace,őshonos,10,Th,NP,PON,,Allium,4,2
153,Angiospermae,Magnoliopsida,Ericales,Primulaceae,Androsace maxima L.,Androsace maxima,Androsace,őshonos,15,Th,NP,EUA,,Allium,4,2
154,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone nemorosa L.,Anemone nemorosa,Anemone,őshonos,20,Ge,S,EUR,,Allium,3,3
155,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone ranunculoides L.,Anemone ranunculoides,Anemone,őshonos,20,Ge,G,EUR,,Allium,3,3
156,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone sylvestris L.,Anemone sylvestris,Anemone,őshonos,35,He,S,CON,,Epilobium,4,3
157,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone trifolia L.,Anemone trifolia,Anemone,őshonos,30,Ge,Su,AsM,,Allium,4,2
158,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Anethum graveolens L.,Anethum graveolens,Anethum,idegenhonos,100,Th,I,ADV,alkalmi faj,Allium,6,3
159,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Angelica archangelica L.,Angelica archangelica,Angelica,idegenhonos,300,HT-He,I,,meghonosodott faj,Allium,6,3
160,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Angelica palustris (Besser) Hoffm.,Angelica palustris,Angelica,őshonos,120,HT-He,Sr,CON,,Allium,6,4
161,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Angelica sylvestris L.,Angelica sylvestris,Angelica,őshonos,150,HT-He,G,EUA,,Allium,6,4
162,Pterophyta,Polypodiopsida,Polypodiales,Pteridaceae,Anogramma leptophylla (L.) Link,Anogramma leptophylla,Anogramma,őshonos,18,Th,,,,Lycopodium,3,3
163,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Antennaria dioica (L.) Gaertn.,Antennaria dioica,Antennaria,őshonos,20,He,NP,CIR,,Epilobium,5,3
164,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Anthemis arvensis L.,Anthemis arvensis,Anthemis,idegenhonos,50,Th,W,EUR,meghonosodott faj,Allium,5,5
165,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Anthemis austriaca Jacq.,Anthemis austriaca,Anthemis,idegenhonos,50,Th,NP,,meghonosodott faj,Allium,5,5
166,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Anthemis cotula L.,Anthemis cotula,Anthemis,idegenhonos,50,Th,W,KOZ,meghonosodott faj,Allium,5,5
167,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Anthemis ruthenica L.,Anthemis ruthenica,Anthemis,rejtett honosságú,50,Th,NP,PoP,meghonosodott faj,Allium,5,3
168,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Anthemis tinctoria L.,Anthemis tinctoria,Anthemis,őshonos,60,He,G,PON,,Allium,5,5
169,Angiospermae,Liliopsida,Asparagales,Asparagaceae,Anthericum liliago L.,Anthericum liliago,Anthericum,őshonos,80,Ge-He,Sr,SME,,Allium,5,3
170,Angiospermae,Liliopsida,Asparagales,Asparagaceae,Anthericum ramosum L.,Anthericum ramosum,Anthericum,őshonos,80,Ge-He,G,CEU,,Allium,6,3
171,Angiospermae,Liliopsida,Poales,Poaceae,Anthoxanthum aristatum Boiss.,Anthoxanthum aristatum,Anthoxanthum,idegenhonos,40,Th,,,meghonosodott faj,Allium,7,3
172,Angiospermae,Liliopsida,Poales,Poaceae,Anthoxanthum odoratum L.,Anthoxanthum odoratum,Anthoxanthum,őshonos,50,He,C,EUA,,Allium,4,3
173,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Anthriscus caucalis M. Bieb.,Anthriscus caucalis,Anthriscus,idegenhonos,80,Th,W,EUA,meghonosodott faj,Bidens,5,2
174,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Anthriscus cerefolium (L.) Hoffm.,Anthriscus cerefolium,Anthriscus,idegenhonos,70,Th,W,PoM,meghonosodott faj,Allium,4,2
175,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Anthriscus nitidus (Wahlenb.) Hazsl.,Anthriscus nitidus,Anthriscus,őshonos,120,He,Sr,CEA,,Allium,6,3
176,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Anthriscus sylvestris (L.) Hoffm.,Anthriscus sylvestris,Anthriscus,őshonos,180,He,DT,EUA,,Allium,5,3
177,Angiospermae,Magnoliopsida,Fabales,Fabaceae,Anthyllis vulneraria L.,Anthyllis vulneraria,Anthyllis,őshonos,60,He,G,EUR,,Allium,6,3
178,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Antirrhinum majus L.,Antirrhinum majus,Antirrhinum,idegenhonos,50,He(-Ch),I,ADV,meghonosodott faj,Allium,6,5
179,Angiospermae,Liliopsida,Poales,Poaceae,Apera interrupta (L.) Beauv.,Apera interrupta,Apera,idegenhonos,30,Th,W,AsM,meghonosodott faj,Allium,6,3
180,Angiospermae,Liliopsida,Poales,Poaceae,Apera spica-venti (L.) Beauv.,Apera spica-venti,Apera,idegenhonos,100,Th,W,EUA,meghonosodott faj,Allium,6,3
181,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aphanes arvensis L.,Aphanes arvensis,Aphanes,idegenhonos,20,Th,W,SME,meghonosodott faj,Allium,5,5
182,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aphanes australis Rydb.,Aphanes australis,Aphanes,idegenhonos,15,Th,W,AsM,meghonosodott faj,Allium,6,3
183,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apium graveolens L.,Apium graveolens,Apium,idegenhonos,100,HT,I,,alkalmi faj,Allium,6,3
184,Angiospermae,Magnoliopsida,Apiales,Apiaceae,Apium repens (Jacq.) Lag.,Apium repens,Apium,őshonos,10,He,NP,SAT,,Allium,6,5
185,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia nigricans Baumg.,Aquilegia nigricans,Aquilegia,őshonos,60,He,,,,Allium,6,2
186,Angiospermae,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia vulgaris L. s. l.,Aquilegia vulgaris,Aquilegia,őshonos,60,He,Sr,EUR,,Allium,5,3
187,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis thaliana (L.) Heynh.,Arabidopsis thaliana,Arabidopsis,őshonos,40,Th-HT,DT,KOZ,,Allium,3,3
188,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis alpina L.,Arabis alpina,Arabis,őshonos,40,He,Sr,ALP,,Allium,4,3
189,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis glabra (L.) Bernh.,Arabis glabra,Arabis,őshonos,120,HT-He,G,CIR,,Allium,5,3
190,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis hirsuta agg.,Arabis hirsuta,Arabis,őshonos,60,HT(-Th),G,CIR,,Allium,5,3
191,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis nemorensis (Wolf. Ex Hoffm.) W.D.J. Koch,Arabis nemorensis,Arabis,őshonos,100,Th-HT,,,,Allium,5,2
192,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis recta Vill.,Arabis recta,Arabis,őshonos,30,Th,G,PoM,,Allium,4,2
193,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis sagittata (Bertol.) DC.,Arabis sagittata,Arabis,őshonos,80,HT(-Th),G,CIR,,Allium,5,3
194,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Arabis turrita L.,Arabis turrita,Arabis,őshonos,80,HT-He,G,SME,,Allium,4,2
195,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Arctium lappa L.,Arctium lappa,Arctium,idegenhonos,150,HT,W,EUA,meghonosodott faj,Bidens,7,3
196,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Arctium minus (Hill) Bernh.,Arctium minus,Arctium,idegenhonos,100,HT,W,EUR,meghonosodott faj,Bidens,7,3
197,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Arctium nemorosum Lej.,Arctium nemorosum,Arctium,őshonos,250,HT,DT,EUR,,Bidens,7,3
198,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Arctium tomentosum Mill.,Arctium tomentosum,Arctium,őshonos,150,HT,W,EUA,,Bidens,7,3
199,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aremonia agrimonioides (L.) DC.,Aremonia agrimonioides,Aremonia,őshonos,40,He,S,SMO,,Allium,5,2
200,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria leptoclados (Rchb.) Guss.,Arenaria leptoclados,Arenaria,őshonos,15,Th,NP,SME,,Allium,5,3
201,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria procera Spreng.,Arenaria procera,Arenaria,őshonos,40,He,S,EUA,,Allium,6,2
202,Angiospermae,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria serpyllifolia L. s. l.,Arenaria serpyllifolia,Arenaria,őshonos,30,Th,NP,CIR,,Allium,4,4
203,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria collina (M. Lepší P. Lepší & N. Mey.) Sennikov & Kurtto,Aria collina,Aria,őshonos,,,,,,Cornus,,
204,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria danubialis (Jáv.) Sennikov & Kurtto,Aria danubialis,Aria,őshonos,,,,,,Cornus,,
205,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria edulis (Willd.) M. Roem.,Aria edulis,Aria,őshonos,1500,MM,G,CEU,,Cornus,5,2
206,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria graeca (Spach) M. Roem.,Aria graeca,Aria,őshonos,,,,,,Cornus,,
207,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria javorkana,Aria javorkana,Aria,őshonos,,,,,,Cornus,,
208,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria keszthelyensis (Somlyay &amp; Sennikov) Sennikov &amp; Kurtto,Aria keszthelyensis,Aria,őshonos,,,,,,Cornus,,
209,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria pannonica (Kárpáti) Sennikov &amp; Kurtto,Aria pannonica,Aria,őshonos,,,,,,Cornus,,
210,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria subdanubialis (Soó) Sennikov &amp; Kurtto,Aria subdanubialis,Aria,őshonos,,,,,,Cornus,,
211,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria thaiszii (Soó) Sennikov &amp; Kurtto,Aria thaiszii,Aria,őshonos,,,,,,Cornus,,
212,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria ujhelyii (Somlyay &amp; Sennikov) Sennikov &amp; Kurtto,Aria ujhelyii,Aria,őshonos,,,,,,Cornus,,
213,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria ulmifolia (Kárpáti) Sennikov &amp; Kurtto,Aria ulmifolia,Aria,őshonos,,,,,,Cornus,,
214,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria vajdae (Boros) Sennikov &amp; Kurtto,Aria vajdae,Aria,őshonos,,,,,,Cornus,,
215,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aria zolyomii (Soó) Sennikov &amp; Kurtto,Aria zolyomii,Aria,őshonos,,,,,,Cornus,,
216,Angiospermae,Magnoliopsida,Piperales,Aristolochiaceae,Aristolochia clematitis L.,Aristolochia clematitis,Aristolochia,idegenhonos,100,He,W,SME,meghonosodott faj,Allium,5,2
217,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Armeniaca vulgaris Lam.,Armeniaca vulgaris,Armeniaca,idegenhonos,1000,MM,,,alkalmi faj,Cornus,3,2
218,Angiospermae,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria alpina (Hoppe) Willd.,Armeria alpina,Armeria,idegenhonos,25,He,,,alkalmi faj,Zea,6,2
219,Angiospermae,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria elongata (Hoffm.) K. Koch,Armeria elongata,Armeria,őshonos,40,He,Su,CEU,,Allium,5,5
220,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Armoracia macrocarpa (Waldst. et Kit.) Kit. ex Baumg.,Armoracia macrocarpa,Armoracia,őshonos,100,He,S,PAN,,Allium,5,3
221,Angiospermae,Magnoliopsida,Brassicales,Brassicaceae,Armoracia rusticana,Armoracia rusticana,Armoracia,idegenhonos,100,He,I,ADV,meghonosodott faj,Zea,5,3
222,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Arnica montana L.,Arnica montana,Arnica,őshonos,50,He,Sr,CEU,,Allium,5,3
223,Angiospermae,Liliopsida,Poales,Poaceae,Arrhenatherum elatius (L.) Beauv.,Arrhenatherum elatius,Arrhenatherum,őshonos,120,He,DT,EUA,,Allium,5,3
224,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia abrotanum L.,Artemisia abrotanum,Artemisia,idegenhonos,100,Ch,I,ADV,alkalmi faj,Zea,8,2
225,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia absinthium L.,Artemisia absinthium,Artemisia,idegenhonos,90,Ch-He,W,EUA,meghonosodott faj,Allium,8,3
226,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia alba Turra,Artemisia alba,Artemisia,őshonos,80,Ch,S,SME,,Allium,7,3
227,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia annua L.,Artemisia annua,Artemisia,idegenhonos,150,Th,W,EUA,özönfaj,Allium,7,4
228,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia,őshonos,80,Ch-He,S,EUA,,Allium,7,3
229,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia campestris L.,Artemisia campestris,Artemisia,őshonos,80,He-Ch,G,EUA,,Allium,8,3
230,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia dracunculus L.,Artemisia dracunculus,Artemisia,idegenhonos,120,He,,,alkalmi faj,Zea,8,2
231,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia pontica L.,Artemisia pontica,Artemisia,őshonos,80,He,S,EUA,,Allium,8,3
232,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia santonicum L.,Artemisia santonicum,Artemisia,őshonos,60,He-Ch,C,EUA,,Allium,7,4
233,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia scoparia Waldst. et Kit.,Artemisia scoparia,Artemisia,őshonos,80,Th-HT,S,EUA,,Allium,7,3
234,Angiospermae,Magnoliopsida,Asterales,Asteraceae,Artemisia vulgaris L.,Artemisia vulgaris,Artemisia,őshonos,200,He,W,CIR,,Allium,7,4
235,Angiospermae,Liliopsida,Alismatales,Araceae,Arum maculatum L.,Arum maculatum,Arum,őshonos,40,Ge,G,EUR,,Cornus,4,2
236,Angiospermae,Liliopsida,Alismatales,Araceae,Arum orientale M. Bieb.,Arum orientale,Arum,őshonos,40,Ge,G,PON,,Cornus,4,2
237,Angiospermae,Magnoliopsida,Rosales,Rosaceae,Aruncus dioicus (Walter) Fernald,Aruncus dioicus,Aruncus,őshonos,150,He,S,EUA,,Allium,6,3
238,Angiospermae,Magnoliopsida,Lamiales,Scrophulariaceae,Asarina procumbens Mill.,Asarina procumbens,Asarina,idegenhonos,50,He,,,alkalmi faj,Allium,7,3
239,Angiospermae,Magnoliopsida,Piperales,Aristolochiaceae,Asarum europaeum L.,Asarum europaeum,Asarum,őshonos,10,He,G,EUA,,Allium,3,3
240,Angiospermae,Magnoliopsida,Gentianales,Apocynaceae,Asclepias syriaca L.,Asclepias syriaca,Asclepias,idegenhonos,150,Ge,AC,ADV,átalakító faj,Epilobium,6,2
241,Angiospermae,Liliopsida,Asparagales,Asparagaceae,Asparagus officinalis L.,Asparagus officinalis,Asparagus,őshonos,150,Ge,G,PoM,,Cornus,5,3
242,Angiospermae,Liliopsida,Asparagales,Asparagaceae,Asparagus verticillatus L.,Asparagus verticillatus,Asparagus,idegenhonos,,,,,alkalmi faj,Cornus,,
243,Angiospermae,Magnoliopsida,Boraginales,Boraginaceae,Asperugo procumbens L.,Asperugo procumbens,Asperugo,idegenhonos,50,Th,W,EUA,meghonosodott faj,Allium,5,4
244,Angiospermae,Magnoliopsida,Gentianales,Rubiaceae,Asperula arvensis L.,Asperula arvensis,Asperula,idegenhonos,35,Th,W,EUA,meghonosodott faj,Allium,5,2
